
millis,ldr_raw,ldr_ema,joyx_raw,joyx_ema,joyy_raw,joyy_ema,mic_raw,mic_ema,sw
23761,41,42.3,512,512.1,520,520.0,45,45.6,0
23811,44,42.8,513,512.4,519,519.8,46,45.7,0
23861,43,42.8,513,512.5,520,519.8,46,45.8,0
23911,43,42.9,512,512.4,520,519.9,46,45.8,0
23961,42,42.6,512,512.3,520,519.9,48,46.4,0
24011,42,42.5,513,512.5,520,519.9,45,46.0,0
24061,42,42.4,512,512.4,521,520.2,46,46.0,0
24111,42,42.3,512,512.3,520,520.1,46,46.0,0
24161,42,42.2,512,512.2,520,520.1,46,46.0,0
24211,43,42.4,512,512.1,520,520.1,45,45.8,0
24261,42,42.3,512,512.1,520,520.1,46,45.8,0
24311,41,42.0,512,512.1,520,520.0,45,45.6,0
24361,42,42.0,512,512.1,520,520.0,46,45.7,0
24411,41,41.7,513,512.3,520,520.0,46,45.8,0
24461,42,41.8,512,512.2,521,520.3,45,45.6,0
24511,43,42.1,512,512.2,520,520.2,46,45.7,0
24561,42,42.1,512,512.1,520,520.2,46,45.8,0
24611,43,42.3,512,512.1,520,520.1,45,45.6,0
24662,41,42.0,512,512.1,520,520.1,45,45.4,0
24712,41,41.7,512,512.1,520,520.1,46,45.6,0
24762,42,41.8,513,512.3,520,520.0,45,45.4,0
24812,42,41.9,512,512.2,520,520.0,46,45.6,0
24862,41,41.6,512,512.2,519,519.8,45,45.4,0
24912,44,42.2,513,512.4,520,519.8,45,45.3,0
24962,42,42.2,512,512.3,519,519.6,46,45.5,0
25012,42,42.1,512,512.2,521,520.0,46,45.6,0
25062,42,42.1,512,512.2,520,520.0,46,45.7,0
25112,42,42.1,512,512.1,520,520.0,45,45.5,0
25162,42,42.1,513,512.3,520,520.0,46,45.7,0
25212,41,41.8,512,512.3,520,520.0,45,45.5,0
25262,42,41.8,512,512.2,521,520.2,46,45.6,0
25312,41,41.6,512,512.1,520,520.2,44,45.2,0
25362,42,41.7,512,512.1,520,520.1,46,45.4,0
25412,41,41.5,512,512.1,520,520.1,45,45.3,0
25462,42,41.7,512,512.1,520,520.1,46,45.5,0
25512,41,41.5,513,512.3,521,520.3,45,45.4,0
25562,42,41.6,512,512.2,521,520.5,46,45.5,0
25612,41,41.5,512,512.2,519,520.1,45,45.4,0
25662,41,41.3,512,512.1,520,520.1,46,45.5,0
25712,42,41.5,512,512.1,520,520.1,46,45.7,0
25762,42,41.6,512,512.1,519,519.8,45,45.5,0
25812,42,41.7,512,512.1,520,519.8,46,45.6,0
25862,41,41.5,513,512.3,520,519.9,45,45.5,0
25912,42,41.7,512,512.2,521,520.2,46,45.6,0
25962,41,41.5,512,512.2,519,519.9,46,45.7,0
26012,42,41.6,512,512.1,520,519.9,46,45.8,0
26062,40,41.2,513,512.3,521,520.2,44,45.3,0
26112,42,41.4,512,512.3,520,520.1,46,45.5,0
26162,41,41.3,512,512.2,520,520.1,46,45.6,0
26212,42,41.5,512,512.1,520,520.1,47,46.0,0
26262,40,41.1,512,512.1,520,520.1,45,45.7,0
26312,41,41.1,512,512.1,520,520.0,45,45.5,0
26362,41,41.1,513,512.3,520,520.0,46,45.7,0
26412,41,41.0,512,512.2,520,520.0,45,45.5,0
26462,41,41.0,512,512.2,520,520.0,46,45.6,0
26512,41,41.0,512,512.1,520,520.0,45,45.5,0
26562,42,41.3,512,512.1,520,520.0,46,45.6,0
26612,41,41.2,512,512.1,520,520.0,45,45.4,0
26662,41,41.2,512,512.1,521,520.3,46,45.6,0
26712,41,41.1,512,512.0,520,520.2,44,45.2,0
26762,42,41.3,512,512.0,520,520.1,45,45.1,0
26812,40,41.0,512,512.0,520,520.1,46,45.4,0
26862,42,41.3,512,512.0,521,520.3,45,45.3,0
26912,41,41.2,513,512.3,520,520.2,46,45.5,0
26962,42,41.4,513,512.4,521,520.4,45,45.3,0
27012,41,41.3,512,512.3,520,520.3,46,45.5,0
27062,42,41.5,512,512.3,520,520.2,46,45.6,0
27112,42,41.6,512,512.2,520,520.2,46,45.7,0
27162,41,41.5,512,512.1,519,519.9,46,45.8,0
27212,41,41.3,512,512.1,520,519.9,46,45.8,0
27262,41,41.3,512,512.1,521,520.2,45,45.6,0
27312,42,41.4,513,512.3,520,520.1,45,45.5,0
27362,40,41.1,512,512.2,520,520.1,44,45.1,0
27412,41,41.1,512,512.2,520,520.1,45,45.1,0
27462,40,40.8,512,512.1,521,520.3,45,45.1,0
27512,42,41.1,513,512.3,519,520.0,45,45.0,0
27563,42,41.3,512,512.3,519,519.7,46,45.3,0
27613,41,41.2,512,512.2,520,519.8,45,45.2,0
27663,41,41.2,513,512.4,520,519.9,46,45.4,0
27713,41,41.1,512,512.3,520,519.9,45,45.3,0
27763,42,41.4,513,512.5,521,520.2,46,45.5,0
27813,41,41.3,512,512.4,520,520.1,45,45.4,0
27863,42,41.4,513,512.5,520,520.1,46,45.5,0
27913,41,41.3,512,512.4,520,520.1,46,45.6,0
27963,42,41.5,512,512.3,521,520.3,45,45.5,0
28013,42,41.6,512,512.2,520,520.2,46,45.6,0
28063,43,42.0,513,512.4,520,520.2,45,45.5,0
28113,44,42.5,512,512.3,520,520.1,46,45.6,0
28163,42,42.4,513,512.5,519,519.8,45,45.4,0
28213,43,42.5,512,512.4,521,520.1,46,45.6,0
28263,43,42.6,513,512.5,520,520.1,46,45.7,0
28313,43,42.7,512,512.4,520,520.1,46,45.8,0
28363,43,42.8,512,512.3,519,519.8,45,45.6,0
28413,43,42.8,512,512.2,520,519.9,46,45.7,0
28463,42,42.6,513,512.4,520,519.9,46,45.8,0
28513,43,42.7,512,512.3,520,519.9,45,45.6,0
28563,42,42.5,512,512.2,520,519.9,45,45.4,0
28613,42,42.4,514,512.7,520,520.0,44,45.1,0
28663,42,42.3,512,512.5,520,520.0,46,45.3,0
28713,42,42.2,512,512.4,520,520.0,45,45.2,0
28763,43,42.4,512,512.3,520,520.0,46,45.4,0
28813,41,42.1,512,512.2,520,520.0,46,45.6,0
28863,43,42.3,512,512.2,521,520.2,45,45.4,0
28913,41,42.0,513,512.4,521,520.4,46,45.6,0
28963,43,42.2,512,512.3,520,520.3,45,45.4,0
29014,42,42.2,513,512.5,520,520.2,46,45.6,0
29064,43,42.4,513,512.6,520,520.2,45,45.4,0
29114,44,42.8,512,512.4,520,520.1,45,45.3,0
29164,43,42.8,513,512.6,520,520.1,44,45.0,0
29214,43,42.9,512,512.4,521,520.3,46,45.2,0
29264,43,42.9,512,512.3,519,520.0,44,44.9,0
29314,44,43.2,512,512.2,520,520.0,46,45.2,0
29364,41,42.6,513,512.4,520,520.0,45,45.1,0
29414,43,42.7,512,512.3,520,520.0,46,45.4,0
29464,42,42.5,513,512.5,520,520.0,44,45.0,0
29514,43,42.7,513,512.6,520,520.0,46,45.3,0
29564,44,43.0,512,512.5,520,520.0,46,45.4,0
29614,43,43.0,512,512.3,520,520.0,46,45.6,0
29664,42,42.7,512,512.3,520,520.0,46,45.7,0
29714,43,42.8,513,512.4,519,519.7,45,45.5,0
29764,44,43.1,512,512.3,520,519.8,45,45.4,0
29814,41,42.6,512,512.3,519,519.6,45,45.3,0
29864,44,42.9,512,512.2,520,519.7,45,45.2,0
29914,43,43.0,513,512.4,520,519.8,45,45.2,0
29964,43,43.0,512,512.3,520,519.8,46,45.4,0
30014,42,42.7,512,512.2,521,520.1,46,45.5,0
30064,43,42.8,512,512.2,520,520.1,45,45.4,0
30114,43,42.8,512,512.1,520,520.1,46,45.5,0
30164,43,42.9,512,512.1,520,520.1,45,45.4,0
30214,44,43.2,512,512.1,520,520.0,46,45.6,0
30264,42,42.9,512,512.1,520,520.0,44,45.2,0
30314,44,43.2,512,512.0,520,520.0,46,45.4,0
30364,43,43.1,512,512.0,520,520.0,46,45.5,0
30414,43,43.1,512,512.0,520,520.0,46,45.6,0
30464,44,43.3,512,512.0,519,519.8,44,45.2,0
30514,45,43.7,512,512.0,521,520.1,46,45.4,0
30564,43,43.6,512,512.0,521,520.3,44,45.1,0
30614,45,43.9,512,512.0,520,520.2,46,45.3,0
30664,44,43.9,512,512.0,520,520.2,46,45.5,0
30714,45,44.2,514,512.5,521,520.4,45,45.4,0
30764,44,44.2,512,512.4,521,520.5,45,45.3,0
30814,43,43.9,512,512.3,520,520.4,45,45.2,0
30864,44,43.9,512,512.2,520,520.3,46,45.4,0
30914,44,43.9,512,512.2,520,520.2,44,45.1,0
30964,45,44.2,513,512.4,520,520.2,46,45.3,0
31014,44,44.1,513,512.5,520,520.1,45,45.2,0
31064,45,44.4,512,512.4,520,520.1,46,45.4,0
31114,45,44.5,512,512.3,520,520.1,46,45.6,0
31164,45,44.6,512,512.2,520,520.1,45,45.4,0
31214,44,44.5,512,512.2,520,520.0,46,45.6,0
31264,45,44.6,512,512.1,520,520.0,45,45.4,0
31314,45,44.7,512,512.1,520,520.0,46,45.6,0
31364,44,44.5,512,512.1,520,520.0,45,45.4,0
31414,44,44.4,513,512.3,520,520.0,46,45.6,0
31464,44,44.3,512,512.2,520,520.0,45,45.4,0
31514,44,44.2,513,512.4,521,520.3,46,45.6,0
31564,45,44.4,512,512.3,520,520.2,45,45.4,0
31614,46,44.8,512,512.2,520,520.1,45,45.3,0
31664,45,44.9,513,512.4,520,520.1,46,45.5,0
31714,45,44.9,513,512.6,520,520.1,47,45.9,0
31764,45,44.9,512,512.4,520,520.1,46,45.9,0
31814,45,44.9,512,512.3,520,520.0,45,45.7,0
31864,46,45.2,513,512.5,520,520.0,46,45.8,0
31915,45,45.2,512,512.4,520,520.0,45,45.6,0
31965,45,45.1,512,512.3,520,520.0,46,45.7,0
32015,45,45.1,513,512.5,519,519.8,45,45.5,0
32065,46,45.3,512,512.3,521,520.1,45,45.4,0
32115,43,44.7,512,512.3,520,520.1,46,45.5,0
32165,46,45.1,513,512.4,520,520.0,45,45.4,0
32215,44,44.8,512,512.3,520,520.0,46,45.6,0
32265,46,45.1,512,512.2,520,520.0,47,45.9,0
32315,44,44.8,513,512.4,520,520.0,46,45.9,0
32365,46,45.1,513,512.6,519,519.8,45,45.7,0
32415,44,44.8,512,512.4,520,519.8,45,45.5,0
32465,44,44.6,512,512.3,520,519.9,45,45.4,0
32515,44,44.5,512,512.2,521,520.2,46,45.5,0
32565,43,44.1,513,512.4,520,520.1,45,45.4,0
32615,45,44.3,512,512.3,520,520.1,46,45.6,0
32665,45,44.5,512,512.2,521,520.3,45,45.4,0
32715,44,44.4,512,512.2,520,520.2,46,45.6,0
32765,45,44.5,513,512.4,520,520.2,45,45.4,0
32815,45,44.6,512,512.3,519,519.9,45,45.3,0
32865,45,44.7,512,512.2,520,519.9,46,45.5,0
32915,44,44.6,512,512.2,520,519.9,45,45.4,0
32965,44,44.4,512,512.1,520,520.0,45,45.3,0
33015,45,44.6,513,512.3,520,520.0,45,45.2,0
33065,45,44.7,513,512.5,520,520.0,46,45.4,0
33115,45,44.8,512,512.4,519,519.7,45,45.3,0
33165,44,44.6,513,512.5,521,520.0,47,45.7,0
33215,43,44.2,512,512.4,520,520.0,45,45.5,0
33265,44,44.1,513,512.6,520,520.0,46,45.7,0
33315,42,43.6,512,512.4,520,520.0,46,45.7,0
33366,43,43.4,512,512.3,520,520.0,45,45.6,0
33416,45,43.8,512,512.2,520,520.0,46,45.7,0
33466,44,43.9,512,512.2,520,520.0,45,45.5,0
33516,44,43.9,512,512.1,519,519.8,46,45.6,0
33566,43,43.7,513,512.3,520,519.8,45,45.5,0
33616,45,44.0,512,512.3,520,519.9,46,45.6,0
33666,43,43.8,513,512.4,519,519.6,45,45.5,0
33716,44,43.8,512,512.3,521,520.0,45,45.3,0
33766,44,43.9,512,512.3,521,520.2,45,45.3,0
33816,44,43.9,513,512.4,520,520.2,45,45.2,0
33866,44,43.9,512,512.3,520,520.1,46,45.4,0
33916,45,44.2,512,512.2,520,520.1,45,45.3,0
33966,44,44.1,513,512.4,520,520.1,45,45.2,0
34016,44,44.1,512,512.3,520,520.1,45,45.2,0
34066,44,44.1,512,512.2,520,520.0,46,45.4,0
34116,43,43.8,513,512.4,519,519.8,45,45.3,0
34166,44,43.9,512,512.3,521,520.1,46,45.5,0
34216,45,44.1,512,512.2,520,520.1,45,45.3,0
34266,44,44.1,512,512.2,520,520.0,45,45.3,0
34316,44,44.1,512,512.1,520,520.0,45,45.2,0
34366,44,44.1,512,512.1,520,520.0,46,45.4,0
34416,45,44.3,512,512.1,520,520.0,46,45.5,0
34466,43,44.0,513,512.3,520,520.0,45,45.4,0
34516,43,43.7,512,512.2,520,520.0,46,45.6,0
34566,45,44.0,512,512.2,520,520.0,45,45.4,0
34616,44,44.0,512,512.1,520,520.0,46,45.6,0
34666,43,43.8,512,512.1,520,520.0,45,45.4,0
34716,44,43.8,513,512.3,520,520.0,46,45.6,0
34766,43,43.6,513,512.5,520,520.0,44,45.2,0
34816,44,43.7,512,512.4,520,520.0,46,45.4,0
34866,43,43.5,512,512.3,521,520.3,46,45.5,0
34916,44,43.7,513,512.5,521,520.4,46,45.7,0
34966,44,43.7,512,512.3,520,520.3,45,45.5,0
35016,43,43.6,512,512.3,520,520.2,45,45.4,0
35066,44,43.7,512,512.2,519,519.9,46,45.5,0
35116,43,43.5,512,512.1,520,520.0,45,45.4,0
35166,44,43.6,512,512.1,521,520.2,46,45.5,0
35216,43,43.5,513,512.3,520,520.2,45,45.4,0
35266,44,43.6,512,512.2,520,520.1,46,45.6,0
35316,43,43.5,512,512.2,520,520.1,45,45.4,0
35366,43,43.3,513,512.4,520,520.1,46,45.6,0
35416,43,43.3,512,512.3,520,520.1,45,45.4,0
35466,43,43.2,512,512.2,520,520.0,46,45.6,0
35516,44,43.4,512,512.2,520,520.0,46,45.7,0
35566,43,43.3,512,512.1,520,520.0,46,45.8,0
35616,44,43.5,512,512.1,520,520.0,46,45.8,0
35666,43,43.4,514,512.6,520,520.0,45,45.6,0
35716,44,43.5,512,512.4,520,520.0,46,45.7,0
35766,43,43.4,512,512.3,520,520.0,45,45.5,0
35816,44,43.5,513,512.5,520,520.0,46,45.6,0
35866,43,43.4,512,512.4,520,520.0,46,45.7,0
35916,44,43.6,512,512.3,520,520.0,46,45.8,0
35966,43,43.4,512,512.2,519,519.8,45,45.6,0
36016,43,43.3,512,512.2,520,519.8,46,45.7,0
36066,43,43.2,512,512.1,520,519.9,46,45.8,0
36116,44,43.4,512,512.1,520,519.9,45,45.6,0
36166,44,43.6,512,512.1,520,519.9,46,45.7,0
36216,43,43.4,512,512.0,521,520.2,45,45.5,0
36267,44,43.6,512,512.0,520,520.1,46,45.6,0
36317,43,43.4,512,512.0,520,520.1,45,45.5,0
36367,44,43.6,512,512.0,520,520.1,46,45.6,0
36417,45,43.9,512,512.0,519,519.8,46,45.7,0
36467,44,43.9,512,512.0,520,519.9,46,45.8,0
36517,42,43.5,512,512.0,521,520.1,46,45.8,0
36567,44,43.6,512,512.0,520,520.1,47,46.1,0
36617,44,43.7,512,512.0,520,520.1,45,45.8,0
36667,43,43.5,513,512.3,520,520.1,44,45.4,0
36717,42,43.1,512,512.2,520,520.0,46,45.5,0
36767,45,43.6,512,512.1,520,520.0,45,45.4,0
36817,44,43.7,512,512.1,520,520.0,46,45.6,0
36867,43,43.5,513,512.3,519,519.8,45,45.4,0
36917,44,43.6,513,512.5,520,519.8,46,45.6,0
36967,43,43.5,512,512.4,521,520.1,45,45.4,0
37017,44,43.6,513,512.5,520,520.1,46,45.6,0
37067,43,43.5,513,512.6,520,520.1,46,45.7,0
37117,44,43.6,512,512.5,521,520.3,45,45.5,0
37167,42,43.2,512,512.4,521,520.5,46,45.6,0
37217,43,43.1,513,512.5,520,520.4,45,45.5,0
37267,43,43.1,512,512.4,520,520.3,46,45.6,0
37317,44,43.3,512,512.3,520,520.2,45,45.5,0
37367,44,43.5,513,512.5,520,520.2,46,45.6,0
37417,45,43.9,512,512.4,519,519.9,44,45.2,0
37467,44,43.9,513,512.5,520,519.9,46,45.4,0
37517,43,43.7,513,512.6,520,519.9,47,45.8,0
37567,44,43.8,512,512.5,520,519.9,46,45.8,0
37617,44,43.8,513,512.6,519,519.7,45,45.6,0
37667,43,43.6,513,512.7,521,520.0,45,45.5,0
37718,43,43.5,512,512.5,520,520.0,46,45.6,0
37768,43,43.3,512,512.4,520,520.0,45,45.5,0
37818,44,43.5,512,512.3,521,520.3,46,45.6,0
37868,43,43.4,512,512.2,520,520.2,45,45.4,0
37918,44,43.5,513,512.4,520,520.1,46,45.6,0
37968,43,43.4,513,512.6,520,520.1,44,45.2,0
38018,44,43.6,513,512.7,520,520.1,46,45.4,0
38068,43,43.4,512,512.5,521,520.3,44,45.0,0
38118,44,43.6,512,512.4,520,520.2,46,45.3,0
38168,43,43.4,513,512.5,520,520.2,45,45.2,0
38218,43,43.3,512,512.4,520,520.1,45,45.2,0
38268,44,43.5,513,512.6,520,520.1,46,45.4,0
38318,43,43.4,513,512.7,520,520.1,46,45.5,0
38368,44,43.5,513,512.7,520,520.1,46,45.6,0
38418,44,43.6,512,512.6,520,520.0,43,45.0,0
38468,44,43.7,513,512.7,520,520.0,46,45.2,0
38518,43,43.5,512,512.5,519,519.8,45,45.2,0
38568,43,43.4,512,512.4,520,519.8,46,45.4,0
38618,43,43.3,512,512.3,520,519.9,45,45.3,0
38668,44,43.5,512,512.2,520,519.9,45,45.2,0
38718,43,43.4,512,512.2,520,519.9,45,45.2,0
38768,44,43.5,513,512.4,520,519.9,45,45.1,0
38818,43,43.4,512,512.3,521,520.2,46,45.3,0
38868,43,43.3,513,512.5,520,520.2,45,45.3,0
38918,44,43.5,512,512.3,520,520.1,46,45.4,0
38968,43,43.4,512,512.3,520,520.1,45,45.3,0
39018,44,43.5,512,512.2,520,520.1,46,45.5,0
39068,43,43.4,512,512.1,520,520.0,45,45.4,0
39118,44,43.5,512,512.1,520,520.0,45,45.3,0
39168,43,43.4,513,512.3,520,520.0,45,45.2,0
39218,43,43.3,512,512.2,520,520.0,45,45.2,0
39268,44,43.5,512,512.2,520,520.0,44,44.9,0
39318,43,43.4,512,512.1,520,520.0,46,45.2,0
39368,43,43.3,512,512.1,520,520.0,46,45.4,0
39418,43,43.2,512,512.1,520,520.0,45,45.3,0
39468,42,42.9,512,512.1,520,520.0,46,45.5,0
39518,42,42.7,513,512.3,521,520.3,45,45.3,0
39568,44,43.0,513,512.5,520,520.2,46,45.5,0
39618,41,42.5,512,512.4,520,520.1,45,45.4,0
39668,44,42.9,513,512.5,520,520.1,46,45.5,0
39718,43,42.9,512,512.4,520,520.1,45,45.4,0
39768,42,42.7,513,512.5,520,520.1,46,45.6,0
39818,42,42.5,513,512.7,520,520.0,45,45.4,0
39868,43,42.6,512,512.5,520,520.0,45,45.3,0
39918,42,42.5,513,512.6,520,520.0,46,45.5,0
39968,42,42.4,513,512.7,520,520.0,45,45.4,0
40018,44,42.8,512,512.5,519,519.8,46,45.5,0
40068,43,42.8,514,512.9,520,519.8,45,45.4,0
40118,44,43.1,512,512.7,520,519.9,46,45.5,0
40168,41,42.6,513,512.8,520,519.9,45,45.4,0
40218,43,42.7,512,512.6,520,519.9,46,45.6,0
40268,42,42.5,512,512.4,520,519.9,46,45.7,0
40318,44,42.9,513,512.6,520,520.0,46,45.8,0
40368,43,42.9,512,512.4,519,519.7,46,45.8,0
40418,43,42.9,512,512.3,520,519.8,45,45.6,0
40468,42,42.7,512,512.2,520,519.8,45,45.5,0
40518,42,42.5,512,512.2,520,519.9,45,45.3,0
40568,44,42.9,512,512.1,520,519.9,45,45.3,0
40619,42,42.7,512,512.1,520,519.9,44,44.9,0
40669,44,43.0,512,512.1,520,519.9,46,45.2,0
40719,42,42.8,512,512.1,519,519.7,45,45.2,0
40769,42,42.6,513,512.3,520,519.8,46,45.4,0
40819,41,42.2,512,512.2,520,519.8,46,45.5,0
40869,42,42.1,512,512.2,520,519.9,47,45.9,0
40919,43,42.3,512,512.1,521,520.2,46,45.9,0
40969,43,42.5,512,512.1,521,520.4,45,45.7,0
41019,43,42.6,513,512.3,520,520.3,46,45.8,0
41069,43,42.7,513,512.5,521,520.5,44,45.3,0
41119,42,42.5,512,512.4,521,520.6,46,45.5,0
41169,41,42.2,513,512.5,519,520.2,45,45.4,0
41219,42,42.1,512,512.4,521,520.4,46,45.5,0
41269,43,42.3,512,512.3,520,520.3,45,45.4,0
41319,43,42.5,512,512.2,520,520.2,46,45.5,0
41369,42,42.4,513,512.4,521,520.4,46,45.7,0
41419,43,42.5,512,512.3,519,520.1,47,46.0,0
41469,41,42.2,513,512.5,521,520.3,46,46.0,0
41519,42,42.1,513,512.6,520,520.2,47,46.2,0
41569,41,41.8,513,512.7,520,520.2,46,46.2,0
41619,84,52.4,513,512.8,519,519.9,45,45.9,0
41669,152,77.3,512,512.6,520,519.9,46,45.9,0
41719,183,103.7,512,512.4,520,519.9,45,45.7,0
41769,198,127.3,512,512.3,520,519.9,46,45.8,0
41819,208,147.5,513,512.5,520,520.0,45,45.6,0
41869,216,164.6,512,512.4,520,520.0,46,45.7,0
41919,221,178.7,512,512.3,519,519.7,45,45.5,0
41969,225,190.3,512,512.2,519,519.5,46,45.6,0
42019,228,199.7,513,512.4,520,519.7,45,45.5,0
42070,231,207.5,513,512.6,520,519.7,45,45.4,0
42120,233,213.9,512,512.4,520,519.8,46,45.5,0
42170,235,219.2,513,512.6,519,519.6,45,45.4,0
42220,236,223.4,512,512.4,521,520.0,46,45.5,0
42270,237,226.8,512,512.3,519,519.7,45,45.4,0
42320,239,229.8,512,512.2,520,519.8,46,45.6,0
42370,240,232.4,513,512.4,519,519.6,46,45.7,0
42420,242,234.8,512,512.3,520,519.7,46,45.7,0
42470,242,236.6,513,512.5,520,519.8,45,45.6,0
42520,243,238.2,512,512.4,520,519.8,46,45.7,0
42570,243,239.4,513,512.5,519,519.6,46,45.8,0
42620,243,240.3,512,512.4,520,519.7,45,45.6,0
42670,244,241.2,512,512.3,520,519.8,46,45.7,0
42720,245,242.2,512,512.2,520,519.8,46,45.8,0
42770,246,243.1,512,512.2,520,519.9,45,45.6,0
42820,246,243.8,512,512.1,520,519.9,44,45.2,0
42870,248,244.9,513,512.3,521,520.2,46,45.4,0
42920,247,245.4,512,512.3,521,520.4,45,45.3,0
42970,248,246.1,513,512.4,520,520.3,46,45.5,0
43020,248,246.5,512,512.3,520,520.2,46,45.6,0
43070,248,246.9,512,512.2,521,520.4,45,45.4,0
43120,249,247.4,512,512.2,520,520.3,45,45.3,0
43170,249,247.8,512,512.1,520,520.2,45,45.3,0
43220,249,248.1,512,512.1,521,520.4,46,45.4,0
43270,249,248.3,512,512.1,520,520.3,47,45.8,0
43320,249,248.5,512,512.1,520,520.2,46,45.9,0
43370,249,248.6,512,512.0,520,520.2,45,45.7,0
43420,251,249.2,512,512.0,520,520.1,46,45.7,0
43470,250,249.4,512,512.0,519,519.9,45,45.6,0
43520,251,249.8,512,512.0,520,519.9,45,45.4,0
43570,250,249.9,512,512.0,520,519.9,46,45.6,0
43620,251,250.1,513,512.3,520,519.9,46,45.7,0
43670,251,250.4,512,512.2,520,520.0,46,45.8,0
43720,251,250.5,512,512.1,520,520.0,46,45.8,0
43770,252,250.9,512,512.1,520,520.0,46,45.9,0
43820,252,251.2,513,512.3,519,519.7,45,45.6,0
43870,251,251.1,512,512.2,520,519.8,46,45.7,0
43920,251,251.1,512,512.2,520,519.8,46,45.8,0
43970,253,251.6,512,512.1,521,520.1,47,46.1,0
44020,253,251.9,513,512.4,520,520.1,46,46.1,0
44070,254,252.4,513,512.5,520,520.1,45,45.8,0
44120,252,252.3,512,512.4,520,520.1,46,45.9,0
44170,252,252.3,512,512.3,520,520.0,46,45.9,0
44220,253,252.4,512,512.2,520,520.0,45,45.7,0
44270,254,252.8,512,512.2,519,519.8,45,45.5,0
44320,253,252.9,512,512.1,520,519.8,46,45.6,0
44370,253,252.9,512,512.1,521,520.1,45,45.5,0
44420,253,252.9,512,512.1,521,520.3,47,45.9,0
44470,253,252.9,513,512.3,520,520.3,45,45.6,0
44520,253,253.0,513,512.5,520,520.2,46,45.7,0
44570,253,253.0,512,512.4,520,520.1,44,45.3,0
44620,254,253.2,512,512.3,520,520.1,45,45.2,0
44670,253,253.2,512,512.2,521,520.3,44,44.9,0
44720,254,253.4,512,512.2,520,520.2,45,44.9,0
44770,254,253.5,512,512.1,519,519.9,45,45.0,0
44820,253,253.4,512,512.1,521,520.2,45,45.0,0
44870,254,253.5,513,512.3,520,520.2,46,45.2,0
44920,254,253.7,512,512.2,520,520.1,46,45.4,0
44971,254,253.7,513,512.4,520,520.1,46,45.6,0
45021,254,253.8,512,512.3,520,520.1,44,45.2,0
45071,254,253.9,512,512.2,520,520.0,47,45.6,0
45121,254,253.9,513,512.4,520,520.0,45,45.5,0
45171,254,253.9,512,512.3,521,520.3,46,45.6,0
45221,254,253.9,512,512.2,520,520.2,46,45.7,0
45271,255,254.2,512,512.2,519,519.9,46,45.8,0
45321,256,254.7,512,512.1,519,519.7,46,45.8,0
45371,255,254.7,513,512.4,520,519.8,45,45.6,0
45421,255,254.8,512,512.3,519,519.6,46,45.7,0
45471,253,254.4,513,512.4,519,519.4,45,45.5,0
45521,252,253.8,512,512.3,521,519.8,45,45.4,0
45571,248,252.3,512,512.3,520,519.9,45,45.3,0
45621,247,251.0,513,512.4,520,519.9,46,45.5,0
45671,251,251.0,512,512.3,520,519.9,45,45.4,0
45721,259,253.0,512,512.2,519,519.7,46,45.5,0
45771,261,255.0,513,512.4,520,519.8,46,45.6,0
45821,262,256.7,512,512.3,520,519.8,45,45.5,0
45871,263,258.3,512,512.2,520,519.9,46,45.6,0
45921,263,259.5,512,512.2,521,520.2,45,45.5,0
45971,264,260.6,512,512.1,520,520.1,46,45.6,0
46021,264,261.5,513,512.4,520,520.1,45,45.4,0
46071,263,261.8,512,512.3,520,520.1,46,45.6,0
46121,264,262.4,512,512.2,519,519.8,45,45.4,0
46171,263,262.5,513,512.4,520,519.8,46,45.6,0
46221,264,262.9,512,512.3,521,520.1,45,45.4,0
46271,264,263.2,513,512.5,520,520.1,45,45.3,0
46321,264,263.4,512,512.4,521,520.3,46,45.5,0
46371,263,263.3,512,512.3,520,520.2,45,45.4,0
46422,264,263.5,512,512.2,520,520.2,46,45.5,0
46472,264,263.6,512,512.2,520,520.1,47,45.9,0
46522,264,263.7,512,512.1,520,520.1,52,47.4,0
46572,264,263.8,513,512.3,520,520.1,45,46.8,0
46622,264,263.8,513,512.5,520,520.1,182,80.6,0
46672,263,263.6,513,512.6,520,520.0,945,296.7,0
46722,263,263.5,513,512.7,521,520.3,1016,476.5,0
46772,263,263.4,512,512.5,520,520.2,34,365.9,0
46822,262,263.0,513,512.7,520,520.2,42,284.9,0
46872,264,263.3,512,512.5,520,520.1,32,221.7,0
46922,263,263.2,512,512.4,520,520.1,795,365.0,0
46972,262,262.9,512,512.3,520,520.1,589,421.0,0
47022,262,262.7,512,512.2,520,520.1,920,545.8,0
47072,262,262.5,512,512.2,520,520.0,32,417.3,0
47122,263,262.6,512,512.1,520,520.0,107,339.7,0
47172,262,262.5,512,512.1,520,520.0,36,263.8,0
47222,262,262.4,512,512.1,520,520.0,32,205.9,0
47272,262,262.3,512,512.0,520,520.0,984,400.4,0
47322,262,262.2,512,512.0,520,520.0,799,500.0,0
47372,262,262.1,512,512.0,520,520.0,994,623.5,0
47422,264,262.6,512,512.0,520,520.0,31,475.4,0
47472,262,262.5,513,512.3,520,520.0,884,577.5,0
47522,263,262.6,512,512.2,520,520.0,558,572.7,0
47572,263,262.7,512,512.1,520,520.0,412,532.5,0
47622,264,263.0,512,512.1,520,520.0,299,474.1,0
47672,264,263.3,512,512.1,519,519.8,226,412.1,0
47722,265,263.7,513,512.3,520,519.8,163,349.8,0
